company,company_location,company_size,company_url,degree,description,experience,industry,job_link,location,number_to_recruit,register_type,salary,title
中原地产代理(深圳)有限公司天御豪庭分公司,宝安中心区天御庭花园102.103铺,10000人以上,,中专,"['职位描述', '地产经纪人日常工作职责：', '1.公司网络宣传，发布外网房源信息。定期整理，上线新房源，下架过期房源。', '2.处理业主委托，主打楼盘维护。', '3.拜访业主及客户，了解业主及客户的动态。', '4.为业主委托物业做销售计划。', '5.为客户制定置业计划。', '6. 跟进办理产权转移登记手续。', '查看全部內容']",经验不限,中介服务,CC855584300J00284323607.html,深圳,招25人,外商独资,10001-15000元/月,地产经纪人
素衫服装（深圳）有限公司,深圳市龙岗区布吉布澜路31号李朗国际珠宝园A2-1301B,20-99人,,大专,"['职位描述', '【你的工作】', '1. 通过旺旺等在线聊天工具为客户导购，接待客户，推销产品，促成订单成交；', '2. 在线解答客户购物过程中各种疑问；', '3. 顾问式营销，无需外出寻找客户。', '【我们的要求】', '1、年龄20--35岁；', '2、敢于挑战高薪；', '3、打字速度快；', '3、熟悉天猫后台操作；有一年天猫客服工作经验者优先；', '4、转正后需轮早晚班。', '一旦录用：保底5000+福利+住宿+餐补+社保+高额提成', '【公司福利】', '1、社保', '2、工龄奖', '3、带薪年假', '4、满一年员工，父母可享受孝心补贴（公司全员）', '5、满一年以上可报销家庭地址工作地车票', '6、', '丰富下午茶', '【优秀员工特权】', '1、工资自定', '2、上班时间自定', '3、客户资源倾斜', '4、快速晋升', '【岗位发展方向】销售客服--大客户专员--销售经理--项目经理---合伙人--股东', '工作能力突出，3个月快速晋升。', '有意向者请携带简历：', '深圳市龙岗李朗创新软件园A2栋1301B室', '公交站点：李朗国际珠宝园', '途经公交：', '322路;379路;398路;977路;980路;b695路;k359路;m224路;m273路;m300路;m301路;m311路;m324路;m363路;m402路;m404路;m491路', '联系电话：***********（黄女士）', '查看全部內容']",1年以下,互联网/电子商务,CC313529387J00174850103.html,深圳,招8人,民营,5000-10000元/月,售前客服（保底底薪5000+住宿）
深圳链家房地产经纪有限公司,深圳市链家房地产经纪有限公司,10000人以上,,大专,"['职位描述', '职为遇见你， 链家2018年新生代招聘，我们的脚步遍布全城，寻找发光的你', '【招聘职位】', '地产销售管培生', '（作为储备管理层培养，未来1000多家门店的管理层空缺等你来填补——）', '【团队优势】', '★精选大区金牌旗舰店，业绩排名深圳前列，优秀的团队期待优秀的你', '★来自全国各地的资深高管亲自带教，助力快速成长', '★年轻化90后团队，不定期高逼格团队活动、业界大咖分享会', '★免单入职，入职即签订劳动合同并购买五险一金+商业险+互助金', '【', 'Lianjia新生代的使命是？', '】', '1、通过自我学习或参加公司培训，提升业务技能及专业知识', '（专业新人训+导师带教入门）', '2、维护房源和客户资源，为客户提供优质的看房体验', '（公司提供充足资源）', '3、网络端口管理+提供职业咨询服务+O2O模式', '（用好链家网即可月入过万）', '4、负责线上渠道的房产信息维护，形成个人的专业品牌，实现自我增值', '（未来的趋势是将自己打造成为品牌）', '5、促成买卖双方交易达成，协助双方合同签署、办理权属转移等工作', '（丰富业务内容促全面提升）', '【', '我们需要你是', '】', '1、', '高素质人才，学习能力强：', '统招专科及以上学历', '2、', '仰望星空，脚踏实地：', '沟通表达无障碍，认可1+1>2的团队协作，愿意精耕地产行业', '3、', '热爱销售：', '具有强大的内心和亲和力，具有责任心和职业感', '4、', '追求卓越：', '想成为行业的佼佼者，志向成为管理大咖或资深业务专家。', '✔✔作为Lianjia新生代，你的福利待遇是——', '【工作地点】深圳各区地铁站、公交站均有门店（目前各大区域均开放招聘，就近选择，省去通勤费用和时间）', '【工作时间】上午9：30打卡，下班不打卡，', '弹性工作制', '1、试用期（1~3个月转正）：', '底薪5000元/月', '2、转正后：', '无责任底薪+高提成40%-85%，可享受保障金4000-6000元，客单均价2w+，能力是王道，工资无上限', '3、除缴纳', '五险一金+商业险', '之外，你还可以享受保障整个家庭的', '互助金', '，更有', '节日福利、回校答辩假、带薪年假、婚假、探亲假等福利', '4、', '国内外旅游（迪拜、新加坡、日本等）+团队出游', '+', '人民大会堂共进晚餐+内部员工购房租房优惠', '【', '作为Lianjia新生代，我们致力于将你培养成为""未来领导者”', '✔✔】', '1', '、专属课程培训', '：房产交易营销知识、法律法规、客户维护、目标管理、谈判技巧、心理学、经济学等', '2', '、专属成长陪伴', '：一对一的师徒辅导，经理级导师和有爱的团队带你成长', '3', '、线上自主学习平台', '：链家微校，专业团队制作，每周大咖分享', '4', '、储备及管理课堂', '： 雏鹰计划、MVP\\SVP\\DVP训练营、讲师认证', '5', '、作为链家的营销储备干部，所有岗位都为你开放', '，', '每月一次公开透明竞聘', '。', '你的职业发展方向为：', '资深的业务专家：经纪人—高级经纪人—资深经纪人', '团队高层管理者：经纪人—店经理—商圈经理—大区总监—分公司总经理', '当你看到了这里，决定加入我们时，你可能还不知道，未来会是什么样的', '但你一定知道：', '选择大于努力，这次的探索，注定让你发光。', '快把简历砸向HR吧~', '工作地址', '各大分行', '深圳链家总部人力支持中心 Human Resources Dept.', '联系人：翁遥 Katherine Weng', '联系电话：18813966291', '简历投递邮箱：', 'wengyao001@homelink.com.cn', '查看全部內容']",经验不限,房地产/建筑/建材/工程,CC356027123J00219224401.html,深圳,招10人,股份制企业,13000-20000元/月,房产销售/底薪5k/实习生/储备干部/住宿方案
中国中投证券有限责任公司杭州环球中心证券营业部,杭州市下城区西湖文化广场19号环球中心20楼,1000-9999人,,本科,"['职位描述', '岗位职责:', '1.主要为高净值个人及机构财富管理客户提供基于全球金融市场的个性化资产配置服务；', '2.维系存量客户,分析并掌握客户需求，结合客户风险承受能力,为其提供全方位的资产配置计划与服务；', '3.依托营业部财富管理综合服务平台，开发增量财富管理客户，提供包括金融产品销售与订制，基于全球金融市场的资产管理规划与服务等；', '4.做好客户关系管理及投资者教育工作，培养客户成为理性、专业、健康成长的投资者。', '任职资格:', '1.金融、经济、财务等相关专业，本科及以上学历；', '2.2年以上券商、银行、信托、基金公司等金融机构高净值客户维系及开发相关工作经验；', '3.具有较强的客户开发能力、服务意识及综合职业素养；学习能力强，对销售及金融行业充满热忱，积极、自信，出色的沟通能力；拥有高净值客户金融服务经验及客户资源者优先；', '4.具备一般证券从业资格，同时具备投资咨询、基金、期货从业资格一种或多种者优先。', '查看全部內容']",3-5年,基金/证券/期货/投资,CC477278525J00079849505.html,杭州,招5人,国企,15000-30000元/月,投资经理
湖南楚枫会计服务有限公司,万家丽中庭国际8楼827房,20-99人,http://www.cwacc.com,学历不限,"['职位描述', '您可以是应届毕业生，可以没有任何工作经验，前提您好学上进，热情诚恳，做事踏实。主要负责本校与各高校之间的业务合作，通过商谈与沟通双方互利互惠，并发展成长期的战略合作伙伴。您的收入将是以底薪+绩效的方式体现，只要您有实力，将实现收入无上限的目标。', '查看全部內容']",无经验,教育/培训/院校,CC577030780J00274177607.html,长沙,招1人,民营,4001-6000元/月,高校市场专员
深圳链家房地产经纪有限公司翠竹分公司,深圳市罗湖区翠竹街道翠竹路1099号,10000人以上,,大专,"['职位描述', '招聘之前先介绍下我自己【', '我叫', '曾斗', '】', '2016', '年', '6', '月入职链家', '2016', '年', '9', '月大区业绩第一，单量第一。', '2016', '年', '11', '月入选链家', 'MVP', '俱乐部', '2017', '年', '2', '月晋升', 'M', '店经理，同年大区带队业绩第一，带队单量第一。', '2018', '年', '9', '月晋升商圈经理', '目前已经入职将近', '3', '年时间', '我在从业期间荣誉无数2323', '忘说了，我是有着一颗', '00', '后心态', '90', '后，在这我能赋予你我在链家快速成长的经验！', '我能给你我最好的谈判技能和沟通能力', '我不怕', '小白', '我怕的是你没有一颗拼搏和学习的心', '那说了这么多', '说下我们的要求', '【对人员的', '要求', '】', '第一：可以早退，但不能迟到（前提是工作效率高）', '第二：不能说谎话，坦诚是第一位', '第三：我喜欢高效', '所以在我这工作，你会有很多自由的空间', '当然公司也有硬性标准', '比如', '必须年满', '20', '周岁', '必须统招大专学历', '【说下我们区域和', '店面的优势', '】', '我们属于罗湖区，众所周知罗湖区属于关内，虽然有点老旧，但是配套资源足够的完善，比如学区，我们有着深圳排名前三前四的小学，螺岭小学和翠竹小学，以及深圳排名八大中学之二的深圳中学和翠园中学，孩子的教育永远第一位，孩子想上好的重点小学要买房，还在上了重点小学要上重点中学，我这里一条龙一应俱全，可想而知这里的交易量特别活跃，这里交易标的额在深圳属于中高端，尤其中端为主，试问，有着活跃的交易量，有着大量的潜在市场，只要你好好做，何愁不能落户深圳一年买房买车？区域除去学区优势，还有这完善的配套，这里有着四大公园环绕，（东湖公园，人民公园，儿童公园，洪湖公园），这里有着人民医院，这里除去有着东门最大的批发步行街，还有喜荟城，天虹，万象城，金光华等大型购物商场，生活超市有着深圳第一家开张的沃尔玛，交通配套多条地铁线路四通八达。', '我们店面的优势就更明显了，我们处于深圳中学交易量最大的楼盘旁边，我们店主要的核心竞争力一是链家网，而是我们的人员。链家网足够的牛', 'X', '，人员执行力足够强，店面氛围一级棒。虽然都是一帮', '90', '后的小伙伴，但是都是一帮热情，幽默，义气，拼搏，感恩的充满正能量的小伙伴。', '【加入链家大家庭的', '福利', '】', '薪资：', '1', '、基本福利：底薪', '+', '绩效', '+', '提成', '2', '、惊喜连连：各种现金奖励', '+', '过节福利', '+', '国内游', '/', '境外游等多项激励和回报；', '晋升：', '完善的职业晋升计划及空间（经纪人→店经理→商圈经理→大区总监→大部总经理→分公司总经理）；', '2', '、全面房产业务知识培训', '(', '房地产法规，交易按揭流程，营销实战技巧等', ')', '，专人一对一指导，老经纪人带新人；', '3', '、优秀员工可参加“链家精英社”，助你一步步成为“行业金领”！', '其他福利：', '1', '、丰富多彩的文体活动、季度大型颁奖会、销售精英年度巨奖和高品质境内、海外旅游！', '2', '、国家传统节日发放丰厚物资福利！', '3', '、统一配发办公用品、工牌、司徽，让你工作无忧！', '【任职', '资格', '】', '1', '、性别、专业不限，年龄', '20-40', '周岁，全日制统招大专及以上学历；', '2', '、拥有强烈的成功渴望，拥有敢拼敢闯的精神；', '3', '、有很强的人格魅力，意志坚定，漠视挫折；', '4', '、有进取心，有目标和动力，具有向高薪挑战的信心和决心；', '5', '、积极向上、知行合一、品行上佳者优先考虑', '【工作', '内容', '】：', '1.', '负责客户接待、咨询工作，为客户提供专业的房地产置业咨询服务；', '2.', '了解客户需求，促成二手房买卖或租赁业务以及一手楼盘代理事宜，并负责业务跟进和房屋过户手续办理等后续服务工作；', '3.', '负责公司房源的开发与积累，并与客户建立良好的业务！', '【联系】曾经理：', '***********', '（微信同号）', '加微信者优先面试', '工作地点：', '仅限罗湖', '仅限罗湖', '查看全部內容']",无经验,房地产/建筑/建材/工程,CZ461267530J00201525602.html,深圳,招4人,民营,15001-20000元/月,翠竹 店长+链家大平台+5000底薪等你来！
便利蜂商贸有限公司,朝阳区太阳宫中路12号冠城大厦10层,1000-9999人,https://www.bianlifeng.com/,大专,"['技能要求:', '团队管理，团队建设，市场管理', '职位描述', '岗位职责：', '1、根据公司当前的整体战略和销售计划，对所负责城市区域的销售任务目标负责；', '2、监控销售计划执行过程中的整体情况，洞察并解决执行过程中的问题，确保目标的达成；', '3、负责团队的搭建、管理、人才梯队的建设与人才的培养，打造一支有超强执行力和战斗力的销售团队；', '4、关注行业发展动态，分析市场的趋势与走向，为公司的重大决策提供支持。', '任职要求：', '1、统招大专及以上学历，专业不限；', '2、5年以上销售类工作经验，3年以上互联网行业B端销售管理经验，有过知名互联网企业B端直销团队管理经验优先；', '3、有过至少10人以上规模销售团队的搭建与管理经验；', '4、有超强的执行力、沟通及协调能力，能够适应高强度的工作节奏；', '5、对无人货柜行业有自己独到的见解。', '查看全部內容']",1-3年,零售/批发,CC468277483J00149887711.html,杭州,招2人,民营,9000-14000元/月,bdm
吉林省八吉工艺美术集团有限公司,长春市绿园区普阳街3388号 八吉工美（月星家居旁），可乘80路、120路、135路、156路、188路、261路、262路、221路、321路公交车到 正阳街站 下车，或乘坐轻轨到湖西桥站下车。,20-99人,http://bajijt.com/,大专,"['职位描述', '岗位职责', '1、', '协助上级完成品牌策划及相关活动策划、网站、微信推广等文案撰写与策划工作；', '2、', '负责公司品牌视觉需求，保证品牌形象一致性；', '3、品牌活动、广告创意、线上线下活动等相关的视觉策划与设计；', '4、围绕品牌需求，进行信息图的创意策划和设计；', '二、任职资格', '1、大专及以上学历，有扎实的美术设计功底或平面设计经验，熟练使用PS等修图软件。', '2、', '能独立担当设计工作。', '4、有创意、有审美，能抓住舆论热点融入设计；', '5、在包括平面设计（广告、VI、宣传品等）和多媒体设计等领域有较强的专业能力，具备从创意构思到画面执行的能力。', '免费工作日午餐，转正后缴纳五险', '三、单位地址', '普阳街格林梦水乡与月星家居中间八吉工美，可乘80路、262路、221路、261路到正阳街下车，或乘坐轻轨3号线到湖西桥下车。', '查看全部內容']",1-3年,礼品/玩具/工艺美术/收藏品/奢侈品,CC684434122J00132966805.html,长春,招1人,上市公司,4001-6000元/月,美工设计师
骏日商贸(上海)有限公司,上海市长宁区延安西路2299号11C32室,100-499人,http://www.junri.net/www.celex-led.com,中专,"['职位描述', '1、大专以上学历，应用电子或电子工程相关专业；', '2、三年以上 LED 应用产品的电子设计和研发经验；熟悉 LED 灯具生产工艺流程及相关的电子元器件、结构、组装流程、散热控制等设计系统，', '3、能使用 Protel99SE或PADS 等专业软件，精通 PCB的设计，有较强的动手能力；熟悉相关仪器设备的使用.', '4、熟悉数字电路和模拟电路设计，有 LED 恒压、恒流驱动设计经验及LED应用产品的设计经验.', '5、具有LED照明控制设计经验、Zigbee、蓝牙BLE、DALI、WIFI、DMX512、射频、无线通信相关经验者优先', '查看全部內容']",1-3年,仪器仪表及工业自动化,CC246911218J00217198602.html,中山,招1人,外商独资,8001-10000元/月,技术开发工程师
内蒙古蒙特科技产业发展有限公司,,保密,,大专,"['职位描述', '岗位职责：1. 在项目经理的领导下全面负责电专业的各项工程的施工和技术管理工作。2. 参与编制并严格贯彻执行施工方案(施组)，执行生产进度计划，对施工中的关键工序、特殊工序、重要材料与设备必须亲自到场检查、指导、监督和测试。3. 认真做好图纸会审、设计交底、技术交底等各种技术工作，并及时办理施工中的工程设计变更洽商。4. 认真监督指导施工班组严格按图施工，按规程规范、工艺标准、及操作规程施工。5. 经常巡视施工现场，及时发现班组在施工中出现的各种问题，协助并指导解决。6. 严格控制进场材料的质量与数量并合理使用，杜绝劣质产品进场，杜绝材料浪费，合理调配进场时间，减少资金积压，为公司节约成本。7. 认真做好材料的进场报验和工程上的报检工作，及时整理并上报各项技术档案资料。8. 合理调配施工现场的施工力量，做到不窝工、不费工、不误工。9. 协助资料员做好资料归档工作，认真做好施工日志记录。10. 配合安全员做好施工安全管理工作，保证施工工作顺利进行。11. 认真做好施工现场的与各专业工种的协调配合工作，保证工程胜利竣工。', '任职要求：1 有十年相关行业的实践工作经验 ；2 有五年以上的管理团队经验；3 有较强的工作责任心；', '查看全部內容']",10年以上,,CZ648491430J00149639511.html,呼和浩特,招2人,其它,8001-10000元/月,电气工长
维达纸业(浙江)有限公司,浙江省龙游县工业园区凤坤路9号,10000人以上,,大专,"['职位描述', '任职要求：1.一年以上的相关工作经验', '2.具备一定的抗压能力', '3.熟练操作办公室软件excel', '工作职责：1.负责订单审核录入', '2.安排车辆发货以及发货异常协助跟踪', '3.上级领导安排的其他事项', '查看全部內容']",1-3年,印刷/包装/造纸,420197518251075.html,杭州,招1人,上市公司,4000-6000元/月,订单文员
杭州瑞亚电气有限公司,杭州市拱墅区康中路10号2幢1层,20-99人,http://www.yakeair.com,学历不限,"['技能要求:', '售后', '职位描述', '工作职责：负责新风除湿机、加湿机、空调等产品的售后服务工作。', '任职要求：', '1、具有空调行业工作经验优先；', '2、能适应出差；', '3、', '工作认真，', '有团队精神。', '查看全部內容']",3-5年,其他,CC387640317J00086375908.html,杭州,招2人,民营,6000-10000元/月,售后服务工程师
仲利国际租赁有限公司,上海市长宁区金钟路631弄1号楼（上海总部）,1000-9999人,http://www.chailease.com.cn/,本科,"['职位描述', '职位描述：', '1、搜集所辖区域产业及客户的动态讯息，完成市场开拓与营销活动；', '2、执行租赁业务各项工作，包括客户开发、拜访沟通、需求挖掘、租赁项目架构等，完成各项业绩指标；', '3、依公司规范，拟定与租赁业务流程相关的各类文件、合同，并负责谈判与签约；', '4、负责发展、协调跨部门业务合作关系，推进租赁业务积极运行；', '5、持续关注客户经营状况，与客户维持良好关系，及时完成租金回收等管理工作；', '6、主管交办的其他事宜。', '任职要求：', '1、大学本科及以上学历，金融、财会、市场营销等相关专业优先；', '2、具良好的沟通能力、谈判技巧、抗压能力、时间管理与项目管理能力；', '3、具金融风险和财务分析能力尤佳；', '4、具较强的工作责任心和团队协作精神；', '5、具金融机构实习或工作经验、知悉融资业务流程或有兴趣在租赁公司中从事工作者尤佳。', '查看全部內容']",经验不限,基金/证券/期货/投资,130614358250657.html,杭州,招5人,外商独资,5000-8000元/月,融资租赁业务岗（杭州）
马金麟国际投资管理(深圳)有限公司,南山区桃园路田厦金牛广场,20人以下,,本科,"['技能要求:', '插画，原画，手绘，Q版，外观设计，美术设计', '职位描述', '岗位要求：', '1、年龄20-28岁，品行端正，善于沟通，思维活跃，有高执行力、创造力，学习能力强，有责任心；', '2、', '能熟练运用Photoshop、Ai等作图软件', '，有独立完成平面设计、原创LOGO及卡通形象、图片后期处理能力；', '3、有整合处理微信公众号图文的能力。', '逻辑思维强，有专题策划能力以及原创文章撰写能力；', '4、', '金融、设计相关专业优先，', '同时具备', '视频剪辑能力优先', '；', '有运营或撰写过财经类公众号经验优先。', '注：简历请附作品链接，合则约见。', '岗位职责：', '1、负责公司公众号编辑工作，包括选题策划、内容撰写、图片制作及编辑发布；', '2、负责公司相关海报、周边产品的设计；', '2、监控推广效果和数据分析，对推广效果进行评估改进；', '3、公司日常所需的文字撰写及发布，公司网站及各平台内容的更新维护；', '4、上级交办的其他工作。', '岗位福利：', '1.舒适宽敞的工作环境，免费零食饮品；', '2.享受双休及法定节假日；', '3.年轻团队激情活力，有不定期出国旅行机会；', '4.提供完备的社会保障及公积金。', '查看全部內容']",经验不限,基金/证券/期货/投资,CZ726213840J00334252101.html,深圳,招2人,民营,8000-10000元/月,平面设计师
周大生珠宝股份有限公司,罗湖区文锦北路田贝花园裙楼三层,1000-9999人,http://www.chowtaiseng.com,大专,"['职位描述', '任职职责:', '1、负责公司固定资产进行清查、盘点、汇总造册对出现的盈亏，毁损要查明原因，并提出处理意见；', '2、按月按年度进行固定资产的核查，及时准确填极有关固定资产统计报表。负责公司固定资产定期进行清查、盘点、汇总造册，对出现的盈亏、毁损要查明原因，并提出处理意见。', '任职条件:', '1、大专以上文化程度；熟练操作电脑及财务软件；', '2、具有一定会计计算理论知识和财务管理知识，熟悉设备管理的要求与方法；', '3、懂得有关固定资产的性质、类别及一般使用特点。', '查看全部內容']",1-3年,零售/批发,120591197251945.html,深圳,招1人,上市公司,3500-5000元/月,固定资产管理专员
深圳市四优实业有限公司,深圳市龙岗区坂田国际中心C2栋716,20-99人,,大专,"['职位描述', '岗位职责：', '1.熟悉Amazon平台的操作，熟练掌握亚马逊基础知识；', '2.负责德国站的帐号管理，处理日常客户邮件，客户订单和投诉CASE，确保帐号安全；', '3.新品上线市场调研数据，挖据卖点，整理翻译产品上线资料；', '3.根据产品上架销售情况，制定营销计划，阶段性根据数据分析产品打造情况，提出改善意见，落实新品上线流量，销量，转换目标；', '4.维护和优化listing页面，了解基本的关键词调研工具，跟进竞争对手数据，优化关键词，跟进ppc出价，提炼广告数据；', '5.根据每天销量变化，安排产品备货数据，保证产品不空仓。', '任职要求：', '1、语言水平：德语专四以上，德语专八水平优先考虑；', '2、对跨境电商有一定的了解并且有兴趣愿意从事外贸电商行业；', '3、思维活跃，具备一定的逻辑思维能力，对亚马逊有独到的见解，对产品有敏锐的洞察力；', '4、工作积极主动，不计较得失。', '薪资福利：', '1、薪资结构：基本工资（7000-10000)+高提成（上不封顶)+奖金；', '2、社会保险和公积金：试用期购买社保5险（养老保险+工伤保险+失业保险+医疗保险+生育保险）一金；', '3、带薪年假：正式员工享有带薪休假，除了国家法定假期（法定假日、婚假、产假等），另工作满一年的员工可享受5天的带薪年假；', '4、其它福利：过节费&节日礼品+下午茶+每年两次旅游机会；', '工作时间：上午9：00--12:00，下午：13:30--18:00 每天7.5小时,上下班可弹性半个小时，大小周工作制。大周5天制，小周5.5天制。', '工作地址', '龙岗区坂田国际中心C2栋716', '查看全部內容']",1-3年,互联网/电子商务,CC530039234J00119474804.html,深圳,招2人,民营,10001-15000元/月,亚马逊德国站运营（精品）
杭州古力园林机械有限公司,余杭区中泰街道南湖村,100-499人,,大专,"['技能要求:', '机械制图，园林机械', '职位描述', '1.', '机械制造或热能动力专业', '2.', '熟练使用二维、三维绘图软件', '查看全部內容']",1-3年,农/林/牧/渔,CC537027823J00283557307.html,杭州,招1人,民营,4001-6000元/月,机械制图员
深圳市三竹云贸易有限公司,龙华新区观澜街道观光路银星科技大厦A905,20-99人,http://www.11467.com/qiye/80104922.htm,大专,"['职位描述', '岗位职责：', '1、负责亚马逊Amazon美国站点的运营、维护和管理，确保账号安全和业绩增长；', '2、上传Listing 并对在线Listing进行优化、修改、上下架，优化产品关键词，产品描述，设置促销活动；', '3、制定FBA备货策略，统计和分析销售数据和库存数据，及时调整销售策略，保持较好的库存流转率；', '4、对产品进行站内促销和推广设置以及效果分析,', '5、负责收集、分析市场情报及竞争对手的动态信息；', '6、协助上级完成团队规定的销售目标。', '职位要求：', '1、大专及以上学历，英语或者外贸专业或者留学经验优先；', '2、英语四级以上，读写能力良好；', '3、有Amazon销售经验者优先；', '4、工作积极主动，有责任心，有良好的沟通能力，学习能力；', '5、执行力强，有团队合作精神，能承受压力，有开拓创新精神；', '6、欢迎应届毕业生，英语、国贸相关专业优先考虑。', '员工福利', '1.工资：底薪+高额提成+奖金；', '2.社保：五险；', '3.带薪年假及国家法定节假日；', '4.每月举办至少两次集体活动；', '5.工作时间：9：00-12:00,14：30-18:00 大小周', '工作地址：', '工作地点：深圳市龙华新区观澜观光路银星科技大厦A905（国家高新技术企业孵化器', '）', '公司附近有很多小区提供住宿，工业园内更有豪华公寓可领包入住。', '大厦有自建食堂，环境优雅，价格实惠，周边也有各种小炒小吃。', '住宿条件优越，有篮球、乒乓球和羽毛球场，有职工之家有免费的图书馆、网吧和锻炼器材，有24小时监控和保安巡逻。', '大厦旁边有两个公交站点，直达市区的地铁站正在建，交通四通八达。', '查看全部內容']",经验不限,贸易/进出口,CZ894002960J00080059501.html,深圳,招10人,民营,6000-12000元/月,亚马逊美国站运营（底薪5K+包住）
杭州硕康科技有限公司,杭州市余杭区五常街道盛奥铭座8幢1单元504室 （荆长大道与文一西路交叉口） 联系人：杨先生 13615710148,20-99人,,本科,"['职位描述', '岗位职责：', '1、负责公司海外业务市场的开发，利用公司资源、阿里巴巴国际通等互联网站主动开发客户；国外客户的接待和互访，洽谈商业合作及客户维护；', '2、', '及时更新', '和维护公司的B2B、B2C商务平台，网站中的产品信息，及供应信息。利用各种线上线下资源，开发国外客户和外贸公司客户，促成订单交易；', '3、跟踪和协调开发的客户订单、发货、报关、汇款等，并协助收汇情况风险管控；', '4、定期统计销售完成概况，做好市场分析、行业分析、竞争对手分析、客户分析，并提出改善措施；', '5、与新老客户建立并保持良好的沟通，维护客情', '6.公司每年国外参展至少 3次以上；', '7.公司对员工进行定期的培训', '8.双休+法定节假日+五险 底薪+提成+奖金', '任职要求：', '1、国际经济与贸易、电子商务、外贸类、机电一体化、自动化等相关专业。熟悉外贸流程和各国贸易特点；', '2、熟悉办公软件，熟练掌握客户开发渠道和技能；', '3、有电子产品及工业控制产品销售工作经验者优先；', '4、良好的英语听说读写能力，英语CET-6以上；', '5、统筹能力、管理能力、沟通能力、抗压能力、团队意识、事业心、责任心强。', '工作地址', '福利待遇：底薪+提成+奖金 周末双休，转正即交五险；享受国家法定节假日，婚假，产假等；公司不定期举办团建活动（聚餐，出游等）享受出国游 ，职位晋升透明制，各项奖励丰富', '查看全部內容']",经验不限,贸易/进出口,603473826250018.html,杭州,招15人,民营,5000-10000元/月,外贸/贸易专员
深圳市生地投资发展有限公司,深圳市福田区红荔路1001号银盛大厦五楼南侧,1000-9999人,,学历不限,"['职位描述', '岗位职责：', '1、确实掌握安全事宜，服勤于大门前、大厅内、后门及各指定之警卫岗；', '2、遵行保安经理之指示，服勤安全警卫勤务，确保财产与顾客安全。', '任职资格：', '1、35岁以下，身高175CM以上，身体健康，容貌端正；', '良好的亲和力，', '查看全部內容']",经验不限,房地产/建筑/建材/工程,CC352830312J00210714408.html,深圳,招1人,民营,4001-6000元/月,急招保安包吃住+五险
深圳生之源药械研究所有限公司,深圳市龙岗区横岗六约地铁站C出口深峰路3号启航大厦三楼3T房,20-99人,http://www.ab0755.com,学历不限,"['职位描述', '1、协助招商主管负责公司医药产品的招商工作；定期向招商主管汇报工作情况和客户跟踪情况，定期进行工作总结，提高工作计划性和有效性；2、按照公司下达的招商任务编写年度、月度招商计划书并负责具体实施、严格执行公司各项规章制度，服从管理；3、协助收集、整理、归纳市场行情、价格，以及新项目、竞争对手、客源等信息资料，提出分析报告，为部门业务人员、领导决策提供参考；4、建立医药代理商客户数据库，负责公司招商文件资料的管理、归类、整理、建档和保管工作。及后期的药品代理商的客户关系维护；5、中专及以上学历，人品端正，有敬业精神及责任感，沟通能力强，有较强的语言表达能力；有电话营销和销售经验；', '工作地址：深圳市龙岗区横岗六约地铁站C出口启航商务大厦3T房', '查看全部內容']",经验不限,医疗设备/器械,CC639349028J00192556907.html,深圳,招1人,民营,6001-8000元/月,医药招商专员
跨越速运集团有限公司,深圳市宝安区福永街道福园二路深翔物流园跨越速运集团有限公司,10000人以上,http://www.ky-express.com/,大专,"['技能要求:', 'APP推广', '职位描述', '岗位职责:', '1、负责监管APP、微信公众号和官网所有功能实用性、方便性、体验感以及内容、设计等相关工作；', '2、负责APP平台上的内容资源维护；', '3、策划线上活动，推广品牌及APP；', '4、定期APP用户增长、活跃用户等级数据统计以及数据分析、竞品分析；', '5、负责处理集团内外部投诉处理；', '6、负责公司文件的拟订审核并发文；', '任职要求:', '1、大专及以上学历，市场营销、管理学专业优先考虑；', '2、有跟进APP、小程序、跟进项目经验，有管理经验者优先录用。', '3、性格外向，思维敏捷，善于跨部门协调沟通；', '4、有一定的管理经验，有过大型集团或公司分管督察某一部门工作经验的优先考虑；', '5、精通办公软件，有职能岗助理类工作经验优先考虑。', '晋升方向：往管理方向发展', '查看全部內容']",1-3年,物流/仓储,CC574811320J00269262405.html,深圳,招1人,民营,6001-8000元/月,销管主管-APP管理组(J10834)
